Kanji,Reading,Meaning,Japanese Example,English Example
望む,のぞむ,"to desire, to wish for; to view",成功を望むためには努力が必要です。,Effort is necessary to wish for success.
後,のち,"afterwards, since then",会議後、懇親会が開かれました。,"After the meeting, a social gathering was held."
ノック,ノック,knock; fungo (baseball),ドアをノックしてから入室してください。,Please knock on the door before entering.
伸ばす,のばす,"to extend, to stretch, to reach out",彼は手を伸ばしてリンゴを取った。,He reached out his hand and took the apple.
延ばす,のばす,"to extend, to stretch, to reach out",締め切りを延ばすことはできません。,We cannot extend the deadline.
伸びる,のびる,"to extend, to make progress, to grow",植物は毎日成長して伸びている。,The plants are growing and extending every day.
延びる,のびる,to be prolonged,会議が長引いて予定が延びた。,The meeting ran long and the schedule was delayed.
述べる,のべる,"to state, to express, to mention",自分の意見をはっきりと述べることが大切です。,It is important to clearly state your opinion.
上る,のぼる,"to ascend, to go up, to climb",階段を上って2階へ行きます。,I will go up the stairs to the second floor.
昇る,のぼる,"to arise, to ascend, to go up",太陽が東の空に昇る。,The sun rises in the eastern sky.
載る,のる,"to appear (in print), to be recorded",その記事は新聞に載りました。,That article appeared in the newspaper.
のんびり,のんびり,"carefree, at leisure",休日はのんびり過ごしたいです。,I want to spend my holidays relaxing.
場,ば,"place, field (physics)",会議室は広い場所です。,The conference room is a spacious place.
はあ (かん),はあ (かん),(sigh),疲れた時ははあと一息ついてください。,Please take a deep breath when you're tired.
パーセント,パーセント,percent,この問題の解答率は90パーセントです。,The answer rate for this problem is 90 percent.
灰,はい,ash,火事で家が全焼して、灰になった。,The house burned down in a fire and turned to ash.
梅雨,ばいう,rainy season,梅雨時は雨が多いです。,There is a lot of rain during the rainy season.
バイオリン,バイオリン,violin,彼女はとても上手にバイオリンを弾きます。,She plays the violin very skillfully.
ハイキング,ハイキング,hiking,週末に山にハイキングに行く予定です。,I plan to go hiking in the mountains on the weekend.
配達,はいたつ,"delivery, distribution",荷物の配達が速い宅配会社を選んだ。,I chose a fast delivery courier company for my packages.
パイプ,パイプ,pipe; channels official or otherwise,水道管はパイプでつながっている。,The water pipes are connected by pipes.
俳優,はいゆう,"actor, actress, performer",彼女は有名な俳優です。,She is a famous actress.
パイロット,パイロット,pilot,飛行機のパイロットは熟練しています。,The airplane pilot is experienced.
生える,はえる,"to grow, to spring up; to cut (teeth)",庭に新しい花が生えてきました。,New flowers have sprung up in the garden.
墓,はか,"grave, tomb",祖父母の墓をお参りに行きました。,I visited my grandparents' tomb.
馬鹿,ばか,"fool, idiot",失敗は馬鹿ではありません、学びの一つです。,"Failure is not foolishness, it is a part of learning."
博士,はかせ,"doctorate, PhD., doctor",彼は物理学の博士号を取得しました。,He obtained a Doctorate in Physics.
計る,はかる,"to measure, to weigh, to survey",体重を計るためには体重計が必要です。,A scale is necessary to measure weight.
量る,はかる,"to measure, to weigh, to survey",材料の量り方を間違えないように注意してください。,Please be careful not to make a mistake in measuring the ingredients.
測る,はかる,"to measure, to weigh, to survey",地図を使って距離を測りました。,We measured the distance using a map.
掃く,はく,"to sweep, to brush, to gather up",床を掃いてから拭いてください。,Please sweep the floor before mopping.
吐く,はく,"to throw up, to vomit",彼は病気で吐いてしまいました。,He vomited due to illness.
拍手,はくしゅ,"clapping hands, applause",演奏が終わるとたくさんの拍手が送られた。,There was a lot of applause when the performance ended.
莫大,ばくだい,"enormous, vast",プロジェクトには莫大な予算が必要です。,The project requires a vast budget.
爆発,ばくはつ,"explosion, detonation, eruption",突然、爆発音が聞こえた。,"Suddenly, a loud explosion was heard."
博物館,はくぶつかん,museum,町には歴史博物館があります。,The town has a history museum.
激しい,はげしい,"violent, vehement, intense",激しい嵐が海岸線を襲いました。,A violent storm hit the coastline.
はさみ,はさみ,scissors,はさみを使って、紙を切ってください。,Please use scissors to cut the paper.
破産,はさん,(personal) bankruptcy,彼の会社は破産した。,His company went bankrupt.
端,はし,"end (e.g., of street), edge, margin",道路の端に犬が座っていた。,A dog was sitting at the edge of the road.
始まり,はじまり,"origin, beginning",新たな始まりを迎える。,To welcome a new beginning.
パス,パス,"path, pass (in games)",迷路で正しいパスを見つける。,Find the right path in the maze.
外す,はずす,"to unfasten, to remove",襟を外してリラックスする。,Relax by unbuttoning the collar.
パスポート,パスポート,passport,旅行のためにパスポートを更新する。,Renew your passport for the trip.
外れる,はずれる,"to be disconnected, to be out (e.g., of gear)",時計の歯車が外れた。,The gear of the clock came off.
旗,はた,flag,学校の前に国旗が掲げられていた。,The national flag was raised in front of the school.
肌,はだ,skin,肌が乾燥してかゆい。,My skin is dry and itchy.
裸,はだか,"naked, nude",海で裸で泳いだ。,I swam naked in the sea.
畑,はたけ,"field, patch",庭に畑を作る。,To cultivate a field in the garden.
働き,はたらき,"work, labor",一生懸命働くことは大切だ。,Working hard is important.
バッグ,バッグ,bag,新しいバッグを買いたい。,I want to buy a new bag.
発見,はっけん,"discovery, detection, finding",未知の生物を発見した。,Discovered an unknown species.
発行,はっこう,issue (publications),雑誌の発行が毎月ある。,The magazine is issued every month.
発車,はっしゃ,departure of a vehicle,新幹線の発車が遅れた。,The departure of the bullet train was delayed.
発射,はっしゃ,"firing, shooting, discharge",火薬を使って砲弾を発射する。,Fire the shell using gunpowder.
罰する,ばっする,"to punish, to penalize",子供たちを罰する必要がある。,Children need to be punished.
発達,はったつ,"development, growth",科学技術の発達が目覚ましい。,The remarkable progress of science and technology.
ばったり,ばったり,(to meet) by chance,友達と道でばったり会った。,Met a friend by chance on the street.
発展,はってん,"development, growth, progress",街は急速に発展している。,The city is developing rapidly.
発表,はっぴょう,announcement; publication; presentation,成果を発表する日がやってきた。,The day has come to announce the results.
発明,はつめい,invention,新しい発明が特許を取った。,The new invention was patented.
派手,はで,"showy, flashy, gaudy",彼女のドレスはとても派手だ。,Her dress is very flashy.
話し合う,はなしあう,"to discuss, to talk together",問題を話し合って解決する。,Discuss and solve the problem.
離す,はなす,"to part, to separate",手を離さないでください。,Please don't let go of my hand.
放す,はなす,"to separate, to set free",風船を放して空に飛ばす。,Release the balloon and let it fly in the sky.
離れる,はなれる,"(something, someone) separates; parts from; to be apart",友達と離れて異国で生活する。,Live in a foreign country apart from friends.
放れる,はなれる,"to leave, to get free, to cut oneself off",手錠を割ると手から放れた。,"When the handcuffs broke, they slipped from the hand."
羽,はね,wing,鳥の羽が美しい。,The bird's wings are beautiful.
羽根,はね,feather,天使の羽根は白く柔らかい。,An angel's feathers are white and soft.
幅,はば,"width, breadth",幅広い選択肢がある。,There is a wide range of choices.
母親,ははおや,mother,母親の愛情は深い。,A mother's love is deep.
省く,はぶく,"to omit, to eliminate",文章から不要な言葉を省く。,Omit unnecessary words from the text.
場面,ばめん,"scene, setting (e.g., of novel)",小説の場面が映像化された。,The scene from the novel was adapted into a movie.
流行る,はやる,"to be popular, to come into fashion",若者に人気の映画が流行る。,The movie popular among young people is trending.
腹,はら,"abdomen, belly, stomach",腹が減ったと思ったらお腹が鳴った。,"Just as I thought I was hungry, my stomach growled."
原,はら,"field, plain",広大な原野が広がっていた。,A vast expanse of wilderness spread out.
バランス,バランス,balance,生活のバランスを保つことが重要。,Maintaining a balance in life is important.
針,はり,"needle, hand (e.g., clock)",時計の針が止まった。,The clock's hand stopped.
範囲,はんい,"extent, scope, range",このクラスの範囲を超えてはいけません。,You must not exceed the scope of this class.
反抗,はんこう,"opposition, resistance",彼女は権威に反抗するタイプだ。,She is the type to resist authority.
犯罪,はんざい,crime,犯罪を犯した人々は逮捕されました。,The criminals have been apprehended.
ハンサム,ハンサム,handsome,彼はとてもハンサムな男性です。,He is a very handsome man.
反省,はんせい,"reflection, reconsideration, regret",彼は自分の行動を反省している。,He is reflecting on his own actions.
判断,はんだん,"judgment, decision",正しい判断をすることが重要です。,Making the right decision is important.
犯人,はんにん,"offender, criminal",事件の犯人はまだ逮捕されていません。,The criminal in the case has not been caught yet.
販売,はんばい,"sale, selling, marketing",商品の販売が好調です。,Sales of the product are going well.
灯,ひ,light,部屋に灯を灯しました。,Turned on the light in the room.
ビール,ビール,beer,居酒屋でビールを飲むのが好きです。,I like drinking beer at izakaya.
被害,ひがい,damage,被害を受けた人々を助ける必要があります。,We need to help the victims.
比較,ひかく,comparison,この2つを比較してみましょう。,Let's compare these two.
ピクニック,ピクニック,picnic,週末に友達とピクニックに行きました。,I went on a picnic with friends on the weekend.
悲劇,ひげき,tragedy,その物語は悲劇的な結末を迎えた。,The story had a tragic ending.
飛行,ひこう,"aviation, flight",飛行機の飛行が遅れています。,The flight of the airplane is delayed.
膝,ひざ,"knee, lap",膝に氷を当ててください。,Please apply ice to the knee.
非常,ひじょう,"emergency, extraordinary, unusual",非常時には落ち着いて行動しましょう。,"In case of emergency, stay calm and act."
美人,びじん,beautiful person (woman),彼女は本当に美人ですね。,She is truly a beautiful woman.
額,ひたい,"forehead, brow",彼女の額にキスをしました。,I kissed her on the forehead.
日付,ひづけ,"date, dating",今日の日付を記入してください。,Please fill in today's date.
引越し,ひっこし,"moving, changing residence",引越しの準備が進んでいます。,Preparations for moving are progressing.
必死,ひっし,"desperation, frantic, inevitable result",必死に彼を探しましたが見つからなかった。,"I searched desperately for him, but couldn't find him."
ぴったり,ぴったり,"exactly, neatly, sharp",その服はとてもぴったりしている。,That outfit fits perfectly.
引っ張る,ひっぱる,"to pull, to stretch, to drag",そのロープを引っ張ってください。,Please pull that rope.
否定,ひてい,"negation, denial",その主張を否定することができません。,I cannot deny that claim.
ビデオ,ビデオ,video tape; VCR,映画をビデオに録画した。,I recorded the movie on video.
一言,ひとこと,one word,彼から一言も言葉をもらえなかった。,I didn't get a word from him.
人込み,ひとごみ,crowd of people,混んでいる駅の人込みに困っていた。,I was troubled by the crowded station.
等しい,ひとしい,equal,二つの数は等しいです。,The two numbers are equal.
独り,ひとり,"alone, unmarried",彼女は一人で旅行に行くことが好きです。,She likes to travel alone.
一人一人,ひとりひとり,"one by one, each",一人一人にプレゼントを渡しました。,I gave a present to each person.
批判,ひはん,criticism,その意見に対する批判が多い。,There are many criticisms of that opinion.
批評,ひひょう,"criticism, review, commentary",新作映画についての批評が出始めた。,Critiques of the new movie have begun to appear.
秘密,ひみつ,"secret, secrecy",彼女は私に秘密を教えてくれた。,She told me a secret.
微妙,びみょう,"delicate, subtle",その選択は微妙なバランスが必要だ。,That choice requires a subtle balance.
紐,ひも,"string, cord",靴紐が解けています。,The shoelace is untied.
冷やす,ひやす,"to cool, to refrigerate",飲み物を冷やしすぎないでください。,Please don't chill the drink too much.
費用,ひよう,"cost, expense",このプロジェクトの予算はどのくらいの費用がかかりますか？,How much will the budget for this project be?
表,ひょう,"table (e.g., Tab 1), chart, list",表を見て答えなさい。,Look at the table and answer.
秒,びょう,second (60th min),競技の結果を時間の秒単位で記録しました。,The results of the competition were recorded in seconds.
評価,ひょうか,"assessment, evaluation",この商品の評価が高いです。,This product has received high evaluations.
表現,ひょうげん,"expression, presentation",彼の表現力は素晴らしいです。,His expression skills are excellent.
表情,ひょうじょう,facial expression,彼女の表情から感情を読み取れる。,You can read her emotions from her facial expressions.
平等,びょうどう,"equality, impartiality, evenness",すべての人が平等であるべきだ。,Everyone should be treated equally.
評判,ひょうばん,"fame, reputation",そのレストランは評判がいいらしい。,It seems that restaurant has a good reputation.
表面,ひょうめん,"surface, outside, face",その物の表面をきれいに拭いた。,I wiped the surface of that object clean.
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around",花火が夜空に広がった。,The fireworks spread across the night sky.
広げる,ひろげる,"to spread, to extend, to expand, to enlarge",地図を広げて道を調べた。,I spread out the map to examine the route.
広める,ひろめる,"to broaden, to propagate",新しいビジネスを広めるために努力する。,I am making efforts to expand the new business.
品,ひん,"goods; taste, elegance",高品質の製品を提供しています。,We offer high-quality products.
瓶,びん,bottle,ワイン瓶を開けるのにコルク抜きが必要です。,You need a corkscrew to open a wine bottle.
便,びん,"way, means; flight",今度の便は満員です。,The next flight is fully booked.
ピン,ピン,pin,画びょうを留めるのにピンが必要です。,You need a pin to secure the picture.
不,ふ,"un(~), non(~), negative prefix",不可能なことは存在しない。,There is nothing that is impossible.
不,ぶ,"un(~), non(~), negative prefix",不可能なことは存在しない。,There is nothing that is impossible.
無,ぶ,"nothing, naught, nil, zero",無駄な努力はしないでほしい。,I don't want you to make futile efforts.
分,ぶ,"dividing, part",チョコレートを分け合いながら楽しんだ。,We enjoyed sharing chocolate together.
不安,ふあん,"anxiety, uneasiness",未来について不安を感じる。,I feel anxious about the future.
風景,ふうけい,scenery,美しい風景を見ることができた。,I was able to see a beautiful scenery.
夫婦,ふうふ,"married couple, husband and wife",幸せな夫婦生活を送りたい。,I want to lead a happy married life.
笛,ふえ,"flute, whistle",公園で笛を吹く音が聞こえた。,I heard the sound of a flute being played in the park.
不可,ふか,"wrong, bad, impossible",None,None
深まる,ふかまる,to deepen,None,None
武器,ぶき,"weapon, arms",None,None
拭く,ふく,"to wipe, to dry",None,None
服装,ふくそう,"clothes, attire",冬の服装は暖かくする必要がある。,You need to dress warmly in winter.
含む,ふくむ,"to contain, to include",この料理にはたくさんの野菜が含まれています。,This dish contains a lot of vegetables.
含める,ふくめる,to include,プレゼントにメッセージを含めた。,I included a message with the present.
袋,ふくろ,"bag, sack",買い物袋を持ってショッピングに出かけた。,I went shopping with a shopping bag.
不幸,ふこう,"unhappiness, sorrow, misfortune",彼の不幸を知って心配した。,I worried upon learning about his misfortune.
節,ふし,"tune, tone, knob",歌唱力の節が感じられる。,I feel the tune of the singing.
無事,ぶじ,"safety, peace",家族が無事であることが一番の幸せだ。,The safety of my family is the greatest happiness.
不思議,ふしぎ,"mystery, curiosity",その事件は不思議なことだらけだ。,That incident is full of mysteries.
不自由,ふじゆう,"discomfort, disability, inconvenience",足が不自由な人には手伝ってあげてください。,Please help those with mobility difficulties.
夫人,ふじん,"wife, Mrs, madam",大統領夫人が来日されます。,The First Lady is visiting Japan.
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),この会は婦人のためのものです。,This meeting is for women.
不正,ふせい,"injustice, unfairness",その選手は不正をしていたと発覚した。,It was revealed that the athlete had cheated.
防ぐ,ふせぐ,"to defend (against), to protect, to prevent",インフルエンザを予防するためにマスクを着用する。,Wear a mask to prevent the flu.
不足,ふそく,"insufficiency, shortage",水が不足しているエリアがある。,There are areas where water is scarce.
舞台,ぶたい,stage (theater),彼女は毎晩舞台に立っている。,She performs on stage every night.
双子,ふたご,"twins, a twin",双子の姉妹はとても仲が良い。,The twin sisters get along very well.
再び,ふたたび,"again, once more, a second time",再び会えて嬉しいです。,I'm glad to see you again.
普段,ふだん,"in everyday situations, usually, ordinarily",普段は家で勉強をします。,I usually study at home.
縁,ふち,"edge, rim",カップの縁が壊れてしまった。,The rim of the cup broke.
打つ,ぶつ,"to hit, to strike",野球の試合でホームランを打った。,He hit a home run in the baseball game.
不通,ふつう,"blockade, interruption, stoppage",交通が不通になった。,The traffic was blocked.
物価,ぶっか,(commodity/consumer) prices,最近、物価が上がっている。,Prices have been rising recently.
ぶつかる,ぶつかる,"to strike, to collide with",車と衝突して彼は怪我をした。,He collided with a car and got injured.
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack",怒って机を叩きつけた。,He angrily hit the desk.
物質,ぶっしつ,"material, substance",この物質はとても重要です。,This substance is very important.
物理,ぶつり,physics,彼は大学で物理学を専攻している。,He is majoring in physics at university.
筆,ふで,writing brush,習字のために新しい筆を買った。,I bought a new writing brush for calligraphy.
ふと,ふと,"suddenly, accidentally, incidentally",ふと彼女のことを思い出した。,"Suddenly, I remembered her."
部分,ぶぶん,"portion, section, part",この問題の一部分が難しいです。,A part of this problem is difficult.
不平,ふへい,"complaint, discontent, dissatisfaction",不平を言うのではなく、行動しましょう。,"Instead of complaining, let's take action."
不満,ふまん,"dissatisfaction, discontent, complaints",サービスの質に不満を感じた。,I was dissatisfied with the quality of service.
増やす,ふやす,"to increase (v.t.), to add to",スキルを増やすために勉強しています。,I am studying to increase my skills.
殖やす,ふやす,"to increase, to add to",植物を増やす方法を学んだ。,I learned how to propagate plants.
プラス,プラス,plus,プラスの要素とマイナスの要素があります。,There are positive and negative elements.
プラスチック,プラスチック,plastic,この容器はプラスチックでできています。,This container is made of plastic.
プラン,プラン,plan,旅行のプランを立てる。,Make a plan for the trip.
不利,ふり,"disadvantage, drawback",彼にはこの試合が不利だ。,He is at a disadvantage in this match.
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",手を振って友達を見送った。,I waved my hand to say goodbye to my friend.
震える,ふるえる,"to shiver, to shake, to quake",寒さで全身が震えた。,I shivered all over from the cold.
ブレーキ,ブレーキ,a brake,急いでブレーキを踏んだ。,I pressed the brake suddenly.
触れる,ふれる,"to touch, to feel, to violate",彼女の手に触れた瞬間、感情が伝わった。,"The moment I touched her hand, I felt her emotions."
プロ,プロ,professional,彼はプロの野球選手です。,He is a professional baseball player.
分,ぶん,"dividing, part, segment",時間を平等に3つに分けました。,I divided the time equally into three parts.
文,ぶん,sentence,その文章の文法が正しいか確認してください。,Please check if the grammar of the sentence is correct.
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",部屋には和やかな雰囲気が漂っていた。,There was a peaceful atmosphere in the room.
分析,ぶんせき,analysis,データの分析を行いました。,We conducted an analysis of the data.
文明,ぶんめい,civilization,古代文明の遺跡を訪れた。,I visited the ruins of an ancient civilization.
分野,ぶんや,"field, sphere",彼は医学の分野に専門家です。,He is an expert in the field of medicine.
塀,へい,"wall, fence",庭に木製の塀が取り付けられている。,A wooden fence is installed in the garden.
平均,へいきん,"equilibrium, balance, average",テストの平均点が高かった。,The average score on the test was high.
平和,へいわ,peace,世界には平和が必要です。,Peace is needed in the world.
別に,べつに,"(not) particularly, nothing",別に予定はありません。,I don't have any particular plans.
減らす,へらす,"to decrease, to diminish",体重を減らすためにダイエットをしています。,I am dieting to lose weight.
減る,へる,"to decrease (in size or number), to diminish",商品の値段は減っています。,The price of the product is decreasing.
ベルト,ベルト,Belt for western clothes,ズボンにベルトを締める。,Fasten the belt on the pants.
変化,へんか,"change, variation, shift",彼の考え方が変化した。,His way of thinking has changed.
ペンキ,ペンキ,paint,家の壁をペンキで塗りました。,I painted the walls of the house.
変更,へんこう,"change, modification, alteration",予定が変更されました。,The schedule has been changed.
ベンチ,ベンチ,bench,公園でベンチに座って休む。,Resting on a bench in the park.
弁当,べんとう,box lunch,今日の弁当は美味しい。,Today's boxed lunch is delicious.
方,ほう,side,右側の方に車を駐車してください。,Please park the car on the right side.
法,ほう,Act (law: the X Act),新しい法案が可決された。,The new bill was approved.
棒,ぼう,"pole, rod, stick",棒を使ってテントを組み立てる。,Use a stick to set up the tent.
冒険,ぼうけん,"risk, venture, adventure",彼らは危険な冒険に挑んだ。,They embarked on a risky adventure.
方向,ほうこう,"direction, course, way",行きたい方向に進んでください。,Please proceed in the direction you want to go.
報告,ほうこく,"report, information",報告書を提出する。,Submit a report.
宝石,ほうせき,"gem, jewel",彼女は美しい宝石を身に着けている。,She is wearing beautiful jewels.
包装,ほうそう,"packing, wrapping",誕生日プレゼントを包装してください。,Please wrap the birthday present.
豊富,ほうふ,"abundance, plenty",この地域は食べ物が豊富だ。,This area is abundant in food.
方法,ほうほう,"method, means, technique",効果的な学習方法を見つける。,Find an effective learning method.
方々,ほうぼう,"here and there, everywhere",この町では親切な人がたくさんいます。,There are many kind people in this town.
訪問,ほうもん,"call, visit",友人を訪問する予定だ。,I plan to visit a friend.
吠える,ほえる,"to bark, to howl",犬が夜中に吠えた。,The dog barked in the middle of the night.
ボーイ,ボーイ,porter; boy,ホテルのボーイに荷物を運んでもらった。,I had the hotel porter carry my luggage.
ボート,ボート,rowing boat,湖でボートに乗る。,Riding a rowing boat on the lake.
ホーム,ホーム,platform; home,ホームで電車を待っている。,Waiting for the train on the platform.
ボール,ボール,ball; bowl,ボールを投げて遊ぶ。,Playing catch with a ball.
他,ほか,other (esp. places and things),他の店に行ってみよう。,Let's try going to another store.
誇り,ほこり,pride,彼は自分の誇りを持っている。,He has pride in himself.
埃,ほこり,dust,部屋の隅には埃が溜まっている。,Dust has accumulated in the corner of the room.
保証,ほしょう,"guarantee, assurance, warranty",この製品には一年間の保証が付いています。,This product comes with a one-year warranty.
保存,ほぞん,"preservation, conservation",食べ残しを保存する。,Store leftovers for later.
歩道,ほどう,walkway,庭に綺麗な歩道が作られた。,A beautiful walkway was made in the garden.
仏,ほとけ,Buddha,お寺に大きな仏像がある。,There is a large Buddha statue in the temple.
骨,ほね,bone,骨折をした。,I broke a bone.
炎,ほのお,flame,石油の炎が上がっている。,The flames of petroleum are rising.
頬,ほほ,cheek (of face),幼児の頬をつねる。,Pinch a child's cheek.
頬,ほお,cheek (of face),幼児の頬をつねる。,Pinch a child's cheek.
ほぼ,ほぼ,"almost, roughly",昨夜はほぼ一晩中雨が降っていた。,It rained almost all night last night.
微笑む,ほほえむ,to smile,友達と微笑みながら話す。,Talking with a smile on my face with my friend.
堀,ほり,"moat, canal",古代の都市には水の堀があった。,Ancient cities had moats of water.
濠,ほり,moat,城の周りには濠が巡らされている。,Moats surround the castle.
本当,ほんと,"truth, reality",本当のことを言ってください。,Please tell the truth.
本人,ほんにん,the person himself,本人から直接聞いてみた。,I asked the person directly.
本物,ほんもの,genuine article,彼のコレクションには本物の美術品がたくさんある。,His collection has many genuine works of art.
ぼんやり,ぼんやり,"dim, faint, vague",彼女はぼんやりとした表情を見せた。,She showed a dim expression.
間,ま,"space, room, pause",会議の間、誰もが静かになった。,"During the meeting, everyone became silent."
まあ,まあ,well (used when making a modest or hesitant statement),まあ、それでも頑張ろう。,"Well, let's do our best anyway."
マーケット,マーケット,market,この辺りには大きなマーケットがある。,There is a big market around here.
マイク,マイク,mic,ライブでマイクを使う予定です。,I plan to use a microphone for the live performance.
迷子,まいご,lost (stray) child,公園で迷子になった子供が見つかった。,The lost child in the park was found.
マイナス,マイナス,minus,気温がマイナス５度になりました。,The temperature dropped to minus five degrees.
任せる,まかせる,"to entrust to another, to leave to",プロジェクトの進行を彼に任せました。,I entrusted him with the progress of the project.
巻く,まく,"to wind, to coil, to roll",毛布を身体に巻いて暖かさを保った。,I wrapped myself in a blanket to keep warm.
蒔く,まく,to sow (seeds),春には野菜の種を畑に蒔きます。,"In spring, we sow vegetable seeds in the field."
撒く,まく,"to scatter, to sprinkle, to sow",庭に花の種を撒いて花壇を作りました。,I scattered flower seeds in the garden to make a flower bed.
幕,まく,"curtain, act (in play)",舞台の幕が上がり、演技が始まった。,The curtain of the stage went up and the performance began.
負け,まけ,"defeat, loss",競技での負けは学びの一つだ。,Defeat in competition is one of the lessons to learn.
孫,まご,grandchild,週末には孫と公園に行く予定です。,I plan to go to the park with my grandchild on the weekend.
まさか,まさか,by no means,まさか彼がこんなことをするとは思わなかった。,I never thought he would do such a thing.
まさに,まさに,"correctly, surely",その言葉はまさに彼の気持ちを表していた。,Those words exactly expressed his feelings.
混ざる,まざる,"to be mixed, to mingle with",そのグループに混ざって意見を聞いた。,I joined that group and listened to their opinions.
交ざる,まざる,"to be mixed, to mingle with",異文化の中に交ざることで新しい発見がある。,There are new discoveries from mingling in a different culture.
混じる,まじる,"to be mixed, to mingle with",普通の会話に笑い声が良く混じる。,Laughter often mixes well in ordinary conversations.
交じる,まじる,"to be mixed, to mingle with",古い建物と新しい建物が街で交じっている。,Old buildings and new buildings are mixed in the town.
増す,ます,"to increase, to gain",人口が急速に増している地域もある。,There are regions where the population is increasing rapidly.
貧しい,まずしい,"poor, needy",その村の人々は貧しい生活を送っている。,The people in that village lead a poor life.
マスター,マスター,"bar owner, master (e.g., arts, science)",バーのマスターが新メニューを考えている。,The bar owner is thinking about a new menu.
ますます,ますます,"increasingly (same as もっと), more and more",この先ますます良い未来が待っているだろう。,An even better future is waiting ahead.
混ぜる,まぜる,"to mix, to stir",材料をしっかりと混ぜてから焼いてください。,Mix the ingredients well before baking.
交ぜる,まぜる,"to be mixed, to be blended with",新しいアイデアを既存の計画に交ぜてください。,Please blend new ideas into the existing plan.
街,まち,"town; street, road",夜の街はライトアップされ美しい。,The city at night is lit up and beautiful.
間違い,まちがい,mistake,大切なプレゼントを買う時、間違いは避けたい。,"When buying an important gift, you want to avoid mistakes."
松,まつ,pine tree,その公園には立派な松がいくつも植えられている。,There are many splendid pine trees planted in that park.
真っ赤,まっか,"deep red, flushed (of face)",彼女の顔が急に真っ赤になった。,Her face suddenly turned bright red.
全く,まったく,"really, completely",問題は全く解決されたわけではない。,The problem was not completely resolved.
祭,まつり,"festival, feast",夏祭りは地元で一番賑やかなイベントだ。,The summer festival is the liveliest event in the local area.
まとまる,まとまる,"to be collected, to be settled, to be in order",計画は順調にまとまりつつある。,The plan is gradually coming together smoothly.
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",考えたことをまとめて発表しました。,I presented the thoughts summarized together.
学ぶ,まなぶ,to learn; to study,新しい言葉を学びたいです。,I want to learn new words.
真似,まね,"mimicry, imitation, behavior",彼女は動物の真似を上手にする。,She is good at imitating animals.
招く,まねく,to invite,友達を食事に招いた。,I invited my friends for a meal.
まぶしい,まぶしい,"dazzling, radiant",太陽がとてもまぶしい。,The sun is very dazzling.
柵,さく,"fence, paling",庭に新しい柵を設置しました。,I installed a new fence in the garden.
裂ける,さける,"to split, to tear, to burst",迫力のある歌声に心が裂けるようだ。,The powerful singing voice feels like breaking my heart.
裁く,さばく,to judge,彼女は事件を裁くことができる。,She is able to judge the case.
酸化,さんか,oxidation,酸化反応は化学反応の一つです。,Oxidation reactions are a type of chemical reaction.
死,し,"death, decease",死は人間の避けられない運命です。,Death is an unavoidable fate for humans.
資格,しかく,"qualifications, requirements, capabilities",その試験に合格するためには特定の資格が必要です。,Specific qualifications are required to pass that exam.
視覚,しかく,"sense of sight, vision",視覚は大切な五感の一つです。,Vision is one of the important senses.
指揮,しき,"command, direction",彼は合唱団を指揮しています。,He is conducting the choir.
磁気,じき,magnetism,地球には磁気があり、羅針盤が使えます。,"The Earth has magnetism, which allows the use of a compass."
磁器,じき,"porcelain, china",磁器は破れやすいので、取り扱いに注意が必要です。,"Porcelain is fragile, so handle with care."
自己,じこ,"self, oneself",自己紹介をお願いします。,Please introduce yourself.
字体,じたい,"font, lettering",このフォントの字体は美しいです。,The lettering of this font is beautiful.
辞退,じたい,refusal,彼は丁重にその申し出を辞退した。,He politely declined the offer.
視点,してん,"opinion, point of view, visual point",議論の視点が異なることが問題です。,The difference in viewpoints in the discussion is a problem.
脂肪,しぼう,"fat, grease",体内に脂肪が蓄積されると肥満になります。,Accumulation of fat in the body leads to obesity.
志望,しぼう,"wish, desire, ambition",彼女は美術大学への志望を語った。,She talked about her desire to attend an art university.
衆,しゅう,"masses, people",会議には衆多の意見が出された。,Various opinions were expressed in the meeting.
住,じゅう,"dwelling, living",新しい家に住むことが楽しみです。,I'm looking forward to living in a new house.
修飾,しゅうしょく,ornamentation; modification (gram),文の修飾は必要な情報を追加します。,Modifiers in a sentence add necessary information.
私用,しよう,"personal use, private business",この携帯電話は私用です。,This mobile phone is for personal use.
仕様,しよう,"way, method, specification",この製品の仕様書を確認してください。,Please check the specifications of this product.
情,じょう,"feelings, emotion, passion",心の情を大切にしましょう。,Let's cherish our emotions.
生涯,しょうがい,one's lifetime,偉大な人物は生涯を通じて称賛されます。,Great individuals are admired throughout their lifetime.
上司,じょうし,one's superior,上司からの指示に従いましょう。,Let's follow the instructions of our superiors.
正体,しょうたい,"natural shape, one's true colors, true character",正体を現す瞬間がやってきた。,The moment to reveal one's true identity has arrived.
照明,しょうめい,illumination,部屋の照明を明るくしてください。,Please brighten the lighting in the room.
女史,じょし,Ms.,女史が賞を受賞しました。,Ms. received an award.
