Kanji,Reading,Meaning,Japanese Example,English Example
引っ繰り返す,ひっくりかえす,"to turn over, to overturn, to knock over",車が引っ繰り返り大事故になった。,The car flipped over and caused a major accident.
引っ繰り返る,ひっくりかえる,"to be overturned, to be upset, to topple over, to be reversed",強風で看板が引っ繰り返った。,The signboard was overturned by a strong wind.
引っ越し,ひっこし,"moving (dwelling, office, etc.), changing residence",新しい家に引っ越す準備を進めている。,I'm preparing to move to a new house.
引っ込む,ひっこむ,"to draw back, to sink, to cave in",犬が人の近くに近づくと、引っ込む癖がある。,The dog has a habit of pulling back when approaching people.
筆者,ひっしゃ,"writer, author",この小説の筆者は人気作家だ。,The author of this novel is a popular writer.
必需品,ひつじゅひん,"necessities, essential",旅行の際、必需品を持っていくことを忘れないようにする。,"When traveling, make sure not to forget to bring essentials."
一～,ひと～,one ~,一人で旅行するのも楽しい。,Traveling alone can be fun.
人差指,ひとさしゆび,index finger,指先に怪我をしてしまい、人差し指が動かしにくい。,I injured my fingertip and it's hard to move my index finger.
一通り,ひととおり,"general, briefly",この仕事に必要なことは一通り教えてもらった。,I was taught everything needed for this job.
人通り,ひとどおり,pedestrian traffic,街の賑やかさは人通りで分かる。,The hustle and bustle of the town can be seen from the pedestrian traffic.
ひとまず,ひとまず,"for the present, once, for the time being",その案件についてはひとまず結論を保留する。,"For that issue, let's hold off on making a decision for now."
瞳,ひとみ,pupil (of eye),猫の瞳がまっすぐに私を見つめている。,The cat's pupils are staring straight at me.
一休み,ひとやすみ,a rest,長い散歩の途中で一休みした。,Took a break in the middle of a long walk.
独り言,ひとりごと,"a soliloquy, a monologue, speaking to oneself",彼は独り言を言いながら歩いていた。,He was walking while talking to himself.
ひとりでに,ひとりでに,"by itself, automatically, naturally",機械がひとりでに動き出した。,The machine started moving on its own.
ビニール,ビニール,vinyl,防水用品の中にビニール製品がある。,There are vinyl products in waterproof goods.
皮肉,ひにく,"cynicism, sarcasm",彼の皮肉なコメントに苛立ちを感じた。,I felt annoyed by his sarcastic comment.
日日,ひにち,date,仕事の日日の忙しさが続いている。,The busyness of work continues day after day.
日にち,ひにち,"date (of a planned event, act, etc.), day",会議の日にちを確認してからスケジュール調整を行う。,Confirm the date of the meeting before adjusting the schedule.
捻る,ひねる,"to twist, to turn",ビンの蓋を捻って開ける。,Twist the lid of the bottle to open it.
日の入り,ひのいり,sunset,海岸から見る日の入りの美しさは格別だ。,The beauty of the sunset viewed from the shore is exceptional.
日の出,ひので,sunrise,早起きして日の出を見ると気分がいい。,It feels good to wake up early and see the sunrise.
響き,ひびき,"echo, sound",その谷間に響き渡る美しい音。,A beautiful sound echoing through the valley.
響く,ひびく,to resound; to affect,彼の言葉が心に響いた。,His words resonated in my heart.
皮膚,ひふ,skin,適切な皮膚ケアは重要です。,Proper skincare is important.
冷やす,ひやす,"to cool (from room temperature), to chill, to refrigerate",夏には飲み物を冷やすのがいいね。,It's nice to chill your drinks in the summer.
ひゃっかじてん,ひゃっかじてん,encyclopedia,インターネットでひゃっかじてんを調べました。,I looked up an encyclopedia on the internet.
百科事典,ひゃっかじてん,encyclopedia,新しい百科事典を手に入れた。,I got a new encyclopedia.
美容,びよう,beauty of figure or form,美容に気を使うことは大切です。,Taking care of your beauty is important.
表紙,ひょうし,"front cover, binding",その本の表紙に興味を持った。,I was interested in the front cover of that book.
標識,ひょうしき,"sign, mark",道路標識をよく見なければなりません。,You must pay attention to road signs.
標準,ひょうじゅん,"standard, level",生活の標準が向上した。,The standard of living has improved.
標本,ひょうほん,"example, specimen",標本の中から最良のものを選びましょう。,Let's choose the best specimen from the samples.
評論,ひょうろん,"criticism, critique",新聞にその映画の評論が載っていた。,The movie critique was in the newspaper.
ビルディング,ビルディング,building,彼は高層ビルディングの設計者です。,He is the architect of tall buildings.
昼寝,ひるね,"nap (at home), siesta",暑い日には昼寝すると気持ちいい。,It feels good to take a nap on a hot day.
広げる,ひろげる,"to spread, to extend, to expand, to enlarge, to widen, to broaden",地図を広げて目的地を探した。,I spread out the map to look for the destination.
広さ,ひろさ,extent,この神社の広さに驚いた。,I was surprised by the size of this shrine.
広場,ひろば,plaza,広場で夕方の散歩を楽しんだ。,I enjoyed an evening stroll in the plaza.
広々,ひろびろ,"extensive, spacious",広々とした部屋でくつろぐ。,Relaxing in a spacious room.
ピンク,ピンク,pink,ピンクの花が美しい。,The pink flowers are beautiful.
便箋,びんせん,"writing paper, stationery",便箋を使って手紙を書きました。,I wrote a letter using writing paper.
瓶詰,びんづめ,"bottling, bottled",果物の瓶詰めをする。,Bottling fruits.
ファスナー,ファスナー,"fastener, zipper",新しいジャケットにファスナーを付けました。,I put a zipper on my new jacket.
風船,ふうせん,balloon,パーティーで風船が飛び交った。,Balloons were flying around at the party.
不運,ふうん,"unlucky, misfortune, bad luck",彼は不運にも事故に遭った。,"Unfortunately, he was in an accident."
深まる,ふかまる,"to deepen, to heighten, to intensify",彼との絆が日々深まっている。,The bond with him deepens day by day.
不規則,ふきそく,"irregularity, unsteadiness",生活リズムが不規則だ。,My daily routine is irregular.
普及,ふきゅう,"diffusion, spread",情報技術が世界中に普及している。,Information technology has spread worldwide.
付近,ふきん,"neighborhood, vicinity",家の付近にスーパーができた。,A supermarket opened near my house.
副～,ふく～,vice ~,副社長としての責任が重い。,The responsibilities as vice president are heavy.
副詞,ふくし,adverb,その文章には多くの副詞が含まれていた。,The article contained many adverbs.
複写,ふくしゃ,"copy, duplicate",複写機でコピーをとってください。,Please make a copy on the photocopier.
複数,ふくすう,"plural, multiple",複数の言語を話すことは苦労の甲斐がある。,It's rewarding to speak multiple languages.
ふくめる,ふくめる,"to include, to instruct, to make one understand",皆をふくめて協力しましょう。,Let's collaborate including everyone.
膨らます,ふくらます,"to swell, to expand, to inflate",風船を膨らませて楽しんだ。,We had fun inflating the balloons.
膨らむ,ふくらむ,"to expand, to swell (out), to become inflated",夢が次第に膨らむ。,Dreams gradually expand.
不潔,ふけつ,"unclean, dirty",不潔な部屋を掃除する。,Cleaning the dirty room.
更ける,ふける,"to get late, to wear on",夜が更けるにつれて会話が深まった。,"As the night wore on, the conversation deepened."
符号,ふごう,"sign, mark, symbol",暗号化された符号を解読する。,Deciphering encrypted codes.
夫妻,ふさい,"man and wife, married couple",彼らは幸せな夫妻です。,They are a happy married couple.
塞がる,ふさがる,"to be plugged up, to be shut up",通行が塞がって大渋滞が起こった。,"Traffic was blocked, causing a major congestion."
塞ぐ,ふさぐ,"to stuff, to close up, to block (up)",ドアを塞ぐ。,To close up the door.
ふざける,ふざける,"to romp, to gambol, to frolic",子供たちは公園でふざけていた。,The kids were romping around in the park.
無沙汰,ぶさた,neglecting to stay in contact,久しぶりに連絡してきて、無沙汰を謝った。,He apologized for neglecting to stay in contact for a long time when he called.
武士,ぶし,"warrior, samurai",古代の武士は勇敢な戦士だった。,Ancient samurais were brave warriors.
部首,ぶしゅ,radical (of a kanji character),漢字の部首を覚える。,To memorize the radicals of kanji characters.
蒸す,ふす,"to steam (food, towel, etc.) to be hot and humid, to be sultry",野菜を蒸して、ヘルシーな料理を作った。,I steamed the vegetables to make a healthy dish.
襖,ふすま,sliding screen,和室の襖を閉める。,To close the sliding screen of the Japanese-style room.
附属,ふぞく,"attached, belonging, affiliated",大学には図書館が附属している。,The university has an affiliated library.
付属,ふぞく,"being attached (to), being affiliated (to), belonging (to), going with",この製品には取扱説明書が付属しています。,This product comes with an instruction manual.
蓋,ふた,"cover, lid, cap",鍋の蓋を取って、中を見た。,I lifted the lid of the pot and looked inside.
不通,ふつう,"suspension, interruption, stoppage, tie-up, cessation",道路が不通のため、遠回りしなければならなかった。,"The road was blocked, so I had to take a detour."
物騒,ぶっそう,"dangerous, disturbed, insecure",この地域は物騒な場所だ。,This area is a dangerous place.
ぶつぶつ,ぶつぶつ,"grumbling, complaining in a small voice",彼はぶつぶつ文句を言っていた。,He was grumbling quietly.
船便,ふなびん,surface mail (ship),商品を船便で送ってもらった。,I had the goods shipped by surface mail.
部品,ぶひん,"parts, accessories",機械の部品が故障している。,The parts of the machine are broken.
吹雪,ふぶき,snow storm,山間部では吹雪がよくある。,There are often snow storms in the mountainous areas.
父母,ふぼ,"father and mother, parents",父母に感謝の気持ちを伝える。,Express gratitude to parents.
踏切,ふみきり,"railway crossing, level crossing, starting line, scratch, crossover",踏切の前で電車が止まっていた。,The train stopped at the railway crossing.
麓,ふもと,"the foot, the bottom, the base (of a mountain)",山の麓に家を建てたい。,I want to build a house at the foot of the mountain.
フライパン,フライパン,"fry pan, frying pan",フライパンで卵を焼く。,Cook eggs in a frying pan.
ブラウス,ブラウス,blouse,彼女はオフィスでブラウスを着ている。,She is wearing a blouse in the office.
ぶらさげる,ぶらさげる,"to hang, to suspend, to swing",カバンを肩にぶらさげる。,To hang a bag on the shoulder.
ブラシ,ブラシ,brush,絵を描くためにブラシを使う。,Use a brush to paint.
プラットホーム,プラットホーム,platform,プラットホームで電車を待つ。,Wait for the train on the platform.
フリー,フリー,free,フリーの時間が欲しい。,I want some free time.
振り仮名,ふりがな,pronunciation key,この漢字の振り仮名は「かん」です。,The pronunciation key of this kanji is 'kan'.
振り向く,ふりむく,"to turn one's face, to turn around",振り向いて、彼女に微笑んだ。,I turned around and smiled at her.
プリント,プリント,"print, handout",講義のプリントを配布する。,Distribute handouts for the lecture.
古～,ふる～,old ~,古い風習を守る。,To keep old traditions.
故郷,ふるさと,"home town, birthplace",ふるさとを訪れる。,Visit the hometown.
古里,ふるさと,"home town, birthplace",古里で昔話が語られる。,Legends are told in the hometown.
振舞う,ふるまう,"to behave, to conduct",社交的に振舞う。,To behave sociably.
ブローチ,ブローチ,brooch,彼女は美しいブローチを着けている。,She is wearing a beautiful brooch.
プログラム,プログラム,program,新しいソフトウェアのプログラムを開発する。,Develop a program for the new software.
風呂敷,ふろしき,"wrapping cloth, cloth wrapper",お土産を風呂敷に包む。,Wrap the souvenir in a cloth wrapper.
ふわふわ,ふわふわ,"light, soft",ふわふわとしたクッション。,A light and soft cushion.
噴火,ふんか,eruption,火山が噴火した。,The volcano erupted.
分解,ぶんかい,"analysis, disassembly",機械を分解して修理する。,Dismantle the machine for repair.
文芸,ぶんげい,"literature, art and literature",彼女は文芸雑誌に小説を投稿する。,She submits novels to literary magazines.
文献,ぶんけん,"literature, books (reference)",この論文の根拠となる文献を探す。,Search for literature that serves as the basis for this thesis.
噴水,ふんすい,water fountain,公園にはきれいな噴水があります。,There is a beautiful water fountain in the park.
分数,ぶんすう,fraction (in math),数学の授業で分数の計算を習います。,We learn how to calculate fractions in math class.
文体,ぶんたい,literary style,彼の文章の文体はとても魅力的です。,His literary style of writing is very captivating.
分布,ぶんぷ,distribution,データの分布を分析する。,Analyzing the distribution of data.
文房具,ぶんぼうぐ,stationery,新しい文房具を買いに行きます。,I'm going to buy new stationery.
文脈,ぶんみゃく,context,文脈を理解するためには、広い視野が必要です。,A broad perspective is necessary to understand the context.
分量,ぶんりょう,"amount, quantity",材料の分量を正確に量る。,Measure the ingredients accurately.
分類,ぶんるい,classification,本の分類整理をする。,Organizing books by classification.
閉会,へいかい,closure,会議は閉会しました。,The meeting has adjourned.
平気,へいき,"coolness, calmness, unconcern",彼女は物事にいつも平気だ。,She is always calm about things.
並行,へいこう,"(going) side by side, concurrent, at the same time",二つのプロジェクトが並行して進行しています。,The two projects are progressing concurrently.
平日,へいじつ,weekday,忙しい平日の朝は早起きが必要だ。,"On busy weekdays, waking up early is necessary."
兵隊,へいたい,soldier,兵隊は国の安全を守る。,Soldiers protect the country's safety.
平凡,へいぼん,"common, ordinary",彼は平凡な生活を送っている。,He leads an ordinary life.
平野,へいや,"plain, open field",その地域は広大な平野が広がっている。,The region is covered with vast open fields.
凹む,へこむ,"to be dented, to be indented",車に傷がついて、凹んでしまいました。,The car got scratched and dented.
へそ,へそ,"navel, belly-button",赤ちゃんのへそがかわいらしい。,A baby's belly-button is adorable.
隔てる,へだてる,to be shut out,仕切りで人と人を隔てる。,Separate people with a partition.
別荘,べっそう,villa; vacation home; summer cottage,彼の別荘は美しい山の中にある。,His villa is located in the beautiful mountains.
別々,べつべつ,"separately, individually",お好み焼きを別々に注文する。,Order okonomiyaki separately.
ベテラン,ベテラン,veteran,そのチームにはベテランがたくさんいる。,There are many veterans in that team.
ヘリコプター,ヘリコプター,helicopter,救急車によるヘリコプターが現場に到着した。,The helicopter dispatched by the ambulance has arrived at the scene.
編集,へんしゅう,"editing, compilation, editorial (e.g., committee)",映画の編集に携わる。,Be involved in editing the movie.
便所,べんじょ,"toilet, lavatory",公園には便所がきれいに整備されている。,The park has clean restrooms.
ペンチ,ペンチ,pliers (lit: pinchers),DIYでペンチが必要になった。,I needed pliers for the DIY project.
ボーナス,ボーナス,bonus,年末にボーナスが支給される。,Bonuses are paid out at the end of the year.
防～,ぼう～,~ prevention,風邪予防に注意が必要だ。,Attention is needed for preventing colds.
望遠鏡,ぼうえんきょう,telescope,山の頂から星を見るために望遠鏡を使った。,Used a telescope to view the stars from the mountaintop.
方角,ほうがく,"direction, way",地図を見て、方角を確認する。,Check the direction on the map.
箒,ほうき,broom,日本の箒はとても使いやすい。,Japanese brooms are very easy to use.
方言,ほうげん,dialect,地方の方言が理解できない。,I can't understand the local dialect.
坊さん,ぼうさん,"Buddhist priest, monk",寺で坊さんに会った。,Met a Buddhist priest at the temple.
防止,ぼうし,"prevention, check",犯罪を防止するための対策が必要だ。,Preventive measures are necessary to prevent crimes.
方針,ほうしん,"objective, plan, policy",新しい方針を打ち出す。,Introduce a new policy.
包装,ほうそう,"packing, wrapping",贈り物を包装してくれる店に行った。,Went to a store that wraps gifts.
法則,ほうそく,"law, rule",科学の法則に従って実験する。,Conduct experiments according to the laws of science.
包帯,ほうたい,bandage,ケガをしたら早めに包帯を巻く。,Wrap the bandage promptly if injured.
膨大,ぼうだい,"enormous, extensive",彼は膨大な量の仕事をこなすことができる。,He can handle an enormous amount of work.
包丁,ほうちょう,"kitchen knife, carving knife",包丁を使って野菜を切る。,Cut vegetables with a kitchen knife.
方程式,ほうていしき,equation,数学の授業で方程式を解く。,Solve equations in math class.
防犯,ぼうはん,prevention of crime,防犯カメラを設置して犯罪を防ぐ。,Prevent crime by installing security cameras.
方面,ほうめん,direction; area,東京の周辺方面に観光に行く。,Go sightseeing in the surrounding areas of Tokyo.
坊や,ぼうや,boy,公園で元気な坊やたちが遊んでいる。,Energetic boys are playing in the park.
放る,ほうる,to let go,過去のことを放って、前に進もう。,Let go of the past and move forward.
朗らか,ほがらか,"bright, cheerful, melodious",彼女の笑顔はとても朗らかだ。,Her smile is very bright and cheerful.
朗らか(な),ほがらか(な),"cheerful, merry bright (sky, day, etc.), fine, clear",今日は朗らかな天気で気分がいい。,"The weather is fine and clear today, putting me in a good mood."
牧場,ぼくじょう,farm (livestock); pasture land,その町には広い牧場がたくさんある。,There are many expansive farms in that town.
牧畜,ぼくちく,stock-farming,牧畜業はその地域の主要産業の一つだ。,Livestock farming is one of the main industries in that area.
保健,ほけん,"health preservation, hygiene, sanitation",毎日の運動は健康を保つのに役立つ。,Daily exercise helps preserve health.
募集,ぼしゅう,recruitment,新メンバーの募集を行っています。,Recruiting new members.
干す,ほす,"to air, to dry, to drink up",洗濯物を外に干して乾かす。,Hang the laundry outside to dry.
ポスター,ポスター,poster,学校の壁にポスターが貼られている。,Posters are pasted on the school walls.
北極,ほっきょく,North Pole,北極には一年中雪が降る。,It snows all year round at the North Pole.
坊っちゃん,ぼっちゃん,son (of others),町の坊っちゃんが元気よく走り回っている。,The town's boy is energetically running around.
解く,ほどく,to unfasten,問題を解くために論理的思考が必要だ。,Logical thinking is necessary to solve problems.
掘る,ほる,"to dig, to excavate",庭に穴を掘って植物を植える。,Dig a hole in the garden and plant a tree.
彫る,ほる,"to carve, to chisel",木を彫って美しい彫刻を作る。,Carve wood to create beautiful sculptures.
ぼろ,ぼろ,"rag, tattered clothes",古ぼろな服を着て仕事をした。,I worked wearing tattered old clothes.
盆,ぼん,Festival of the Dead; tray,盆には家族でお墓参りをする習慣がある。,It is a custom to visit family graves during the Bon Festival with family members.
盆地,ぼんち,"basin (e.g., between mountains)",盆地の周囲には美しい自然が広がっている。,Beautiful nature surrounds the basin.
ほんの～,ほんの～,"mere, just",ほんの少しの努力で大きな変化が生まれる。,A mere bit of effort can bring about significant change.
本部,ほんぶ,headquarters,企業の本部は都心にある。,The headquarters of the company is located in the city center.
本来,ほんらい,"essentially, naturally, by nature",人は本来平和を求める生物だ。,Humans are creatures who inherently seek peace.
まあまあ,まあまあ,okay; so-so; decent,彼の提案はまあまあ面白い。,His proposal is moderately interesting.
毎～,まい～,every ~,毎朝、散歩に出かける。,Go for a walk every morning.
枚数,まいすう,the number of flat things,写真の枚数を数えてください。,Count the number of photographs.
毎度,まいど,"each time, common service-sector greeting",お店に行くたびに店員から毎度挨拶を受けた。,"Each time I go to the store, I receive the usual greeting from the staff."
まく,まく,"to wind, to coil, to roll",ロープをまいて箱を縛った。,Twisted the rope around and tied the box.
枕,まくら,pillow,枕を使って首の負担を軽減できる。,Using a pillow can reduce strain on the neck.
曲げる,まげる,"to bend, to crook, to lean",金属を曲げるのに力が必要だ。,Bending metal requires strength.
まごまご,まごまご,"confused, be at a loss",彼女は質問されてまごまごしてしまった。,She became confused when asked a question.
摩擦,まさつ,friction; rubbing; chafe,二人の間には感情的な摩擦が生じている。,There is emotional friction between the two.
まざる,まざる,"to be mixed, to be blended with, to associate with",彼は嫌われ者の中にまざることができなかった。,He couldn't mix in with the unpopular crowd.
まじる,まじる,"to be mixed, to be blended with, to associate with",色の異なるペンキがまじり合って新しい色になった。,Different colored paints blended together to create a new color.
マスク,マスク,mask,病気の人はマスクをして他人にうつらないようにしている。,Sick people wear masks to prevent spreading germs to others.
まぜる,まぜる,"to mix, to stir",材料をよくまぜて生地を作った。,Mixed the ingredients well to make the dough.
またぐ,またぐ,to straddle,道をまたいで大きな川を渡った。,Crossed a big river by stepping over the road.
跨ぐ,またぐ,"to step over/across, to stride over/across, to cross to stretch over, to span, to bridge, to saddle, to straddle",小川を跨ぐ橋を作る。,Build a bridge to cross over the stream.
待合室,まちあいしつ,waiting room,病院の待合室で本を読みながら待った。,Waited in the hospital waiting room reading a book.
待ち合わせる,まちあわせる,"to rendezvous, to meet at a prearranged place and time",友達と駅前で待ち合わせる。,Meet up with friends in front of the station.
街角,まちかど,street corner,彼は街角で友達と待ち合わせている。,He is meeting his friend at the street corner.
真っ暗,まっくら,total darkness,部屋が真っ暗で何も見えない。,The room is pitch black and I can't see anything.
真っ黒,まっくろ,pitch black,真っ黒な瞳を持つ猫が庭を歩いていた。,A cat with pitch black eyes was walking in the garden.
真っ青,まっさお,"deep blue, ghastly pale",あの人は病気で顔が真っ青になっていた。,That person's face turned ghastly pale due to illness.
真っ先,まっさき,"foremost, beginning",彼女はいつも仕事で真っ先に行動する。,She always takes action first at work.
真っ白,まっしろ,pure white,雪が降り積もって、丘は真っ白になった。,The hill became pure white as snow piled up.
祭る,まつる,"to deify, to enshrine",神社で神を祭るという行為は古くから続いている。,The act of enshrining gods in shrines has been practiced since ancient times.
窓口,まどぐち,(ticket) window,駅の窓口で切符を買うことができる。,You can buy tickets at the ticket window in the station.
真似る,まねる,"to mimic, to imitate",子供たちはテレビで見たダンスを真似る。,Children mimic the dance they saw on TV.
まぶた,まぶた,eyelids,目を開けると、まぶたがピクピク動いていた。,"When I opened my eyes, my eyelids were twitching."
マフラー,マフラー,a winter scarf,冬になるとマフラーが必要になる。,A winter scarf is needed when it gets cold.
間も無く,まもなく,"soon, in a short time",電車が駅に着くまで、あと間も無くだ。,The train will arrive at the station shortly.
間もなく,まもなく,"soon, shortly, before long, in a short time, in a little while",None,None
マラソン,マラソン,marathon,彼女は来月マラソン大会に出場する予定だ。,She is planning to participate in a marathon next month.
稀,まれ,"rare, seldom",その花は珍しい色で、とても稀だ。,That flower has a rare color and is very unusual.
回り道,まわりみち,detour,渋滞を避けるために、回り道をした。,I took a detour to avoid the traffic jam.
満員,まんいん,"full house, no vacancy, sold out",コンサート会場は満員で入場できなかった。,The concert hall was full and I couldn't get in.
マンション,マンション,"multistory apartment house, condominium",友達は都心のマンションに住んでいる。,My friend lives in a condominium in the city center.
満点,まんてん,perfect score,テストで満点を取ることができた。,I was able to get a perfect score on the test.
未～,み～,not yet ~,未完のまま作業を終えた。,I completed the work in an unfinished state.
見上げる,みあげる,"to look up at, to admire",星空を見上げながら、夜の散歩を楽しんだ。,I enjoyed a night walk while looking up at the starry sky.
見送る,みおくる,to see off; to escort; to let pass,友達を空港まで見送りに行った。,I went to see off my friend at the airport.
見下ろす,みおろす,"to overlook, to look down on something",山の上から町を見下ろすと、とても美しい景色が広がっていた。,"Looking down on the town from the top of the mountain, a beautiful scenery spread out."
見掛け,みかけ,outward appearance,彼の見掛けだけでなく、内面も魅力的だ。,"Not only his outward appearance, but also his inner self is attractive."
三日月,みかづき,crescent moon,窓から三日月が輝いている夜だった。,It was a night when the crescent moon was shining through the window.
岬,みさき,cape (on coast),その岬から眺める夕日はとても美しかった。,The sunset viewed from that cape was very beautiful.
みじめ,みじめ,"sad, pitiful, wretched",彼のみじめな姿を見て、私は彼を助けたいと思った。,"Seeing his wretched appearance, I wanted to help him."
惨めな,みじめな,"miserable, wretched, unhappy, sad, pitiable",彼は惨めな状況から逃れるために努力している。,He is making efforts to escape from a miserable situation.
ミシン,ミシン,sewing machine,ミシンで服を縫うのは得意ではない。,I'm not good at sewing clothes with a sewing machine.
自ら,みずから,"for one's self, personally",困っている友達を助けるため、自ら行動を起こした。,I took action myself to help a friend in need.
水着,みずぎ,bathing suit (woman's),夏休みにはいつも水着を着て海に行く。,I always wear a bathing suit and go to the beach during summer vacation.
店屋,みせや,"store, shop",古い街並みには多くの伝統的な店屋が残っている。,"In the old town, many traditional stores remain."
見出し,みだし,"heading, index",レポートの見出しを書くのが苦手だ。,I'm not good at writing headings for reports.
道順,みちじゅん,"itinerary, route",旅行先の道順を調べて、地図を持って出発した。,"I checked the itinerary to the travel destination, and set off with a map."
みっともない,みっともない,"shameful, indecent",友達の前でみっともない失敗をしてしまった。,I made a shameful mistake in front of my friend.
見詰める,みつめる,"to stare at, to gaze at",彼女の目が私を見詰めている。,Her eyes are fixed on me.
見直す,みなおす,"to look over again, to review",誤りに気づいて、報告書を見直した。,I noticed a mistake and reviewed the report.
見慣れる,みなれる,"to become used to seeing, to be familiar with",新しい住まいに少しずつ慣れてきた。,I'm gradually getting used to the new house.
醜い,みにくい,ugly,外見だけでなく、心まで醜い人は信頼されない。,People who are ugly not only in appearance but also in their hearts are not trusted.
実る,みのる,"to bear fruit, to ripen",農家の近所で育った木の実が実り始めた。,The fruits of the tree grown near the farm are starting to ripen.
身分,みぶん,"position, status",彼は高い身分の家に生まれた。,He was born into a family of high status.
見本,みほん,sample,この商品は見本です。,This product is a sample.
見舞う,みまう,"to ask after (health), to visit",友人の具合を見舞いに行った。,I visited my friend to ask about their health.
未満,みまん,"less than, insufficient",18歳未満の者は飲酒を禁止されています。,Those under 18 are prohibited from drinking alcohol.
名字,みょうじ,"surname, family name",日本では名字が先に来ます。,"In Japan, the surname comes first."
ミリ (メートル),ミリ (メートル),milli-,この長さはミリメートルで表されます。,This length is expressed in millimeters.
診る,みる,to examine (medically),医者に体を診てもらった。,I had the doctor examine my body.
民間,みんかん,"private, civilian",民間企業で働いています。,I work for a private company.
民主～,みんしゅ～,democratic,民主主義の重要性を理解する。,To understand the importance of democracy.
民謡,みんよう,"folk song, popular song",日本の民謡は美しい歌です。,Japanese folk songs are beautiful.
無限,むげん,infinite,宇宙は無限の可能性を秘めている。,The universe holds infinite possibilities.
無地,むじ,plain,このTシャツは無地です。,This T-shirt is plain.
蒸し暑い,むしあつい,"humid, sultry",夏は蒸し暑い日が多い。,There are many humid days in summer.
矛盾,むじゅん,"contradiction, inconsistency",その二つの発言には矛盾がある。,There is a contradiction in those two statements.
無数,むすう,"countless number, infinite number",星の数は無数です。,The number of stars is countless.
紫,むらさき,"purple color, violet",彼女は紫色のドレスを着ていた。,She was wearing a purple dress.
群れ,むれ,"crowd, flock, herd",野原に群れる牛が見えた。,I saw a herd of cows in the field.
姪,めい,niece,彼女は姪をとてもかわいがっている。,She adores her niece very much.
名～,めい～,famous ~,有名なアーティストが来日する。,A famous artist is coming to Japan.
名作,めいさく,masterpiece,この映画は名作とされている。,This movie is considered a masterpiece.
名詞,めいし,noun,この単語は名詞です。,This word is a noun.
名刺,めいし,business card,新しい名刺を作りました。,I made a new business card.
名所,めいしょ,famous place,京都には多くの名所があります。,Kyoto has many famous places.
迷信,めいしん,superstition,迷信を信じないようにしましょう。,Let's try not to believe in superstitions.
命ずる,めいずる,"to command, to appoint",上司から新しい仕事を命ずられた。,I was commanded a new task by my boss.
名物,めいぶつ,"famous product, special product, speciality",この温泉地の名物は何ですか？,What is the specialty of this hot spring town?
銘々,めいめい,"each, individual",銘々の意見を述べてください。,Please express your individual opinions.
恵まれる,めぐまれる,"to be blessed with, to be rich in",この地域は自然に恵まれている。,This area is blessed with nature.
巡る,めぐる,to go around,街を一周して巡った。,I circled around the town.
目指す,めざす,"to aim at, to have an eye on",成功を目指して頑張ります。,I will work hard aiming for success.
目覚し,めざまし,alarm-clock,目覚し時計で起きる。,I wake up with an alarm clock.
目下,めした,"at present, now",目下の仕事は大変だ。,The current work is tough.
目印,めじるし,"mark, sign, landmark",レストランの前に目印がある。,There is a landmark in front of the restaurant.
目立つ,めだつ,"to be conspicuous, to stand out",彼女は人々の中で目立っていた。,She stood out among the crowd.
めちゃくちゃ,めちゃくちゃ,"absurd, messed up, wrecked",昨夜のパーティーはめちゃくちゃ楽しかった。,Last night's party was absolutely fun.
めっきり,めっきり,remarkably,彼はめっきり元気をなくしてしまった。,He has noticeably lost his energy.
めでたい,めでたい,"happy, propitious, joyous",結婚式はめでたい行事です。,A wedding ceremony is a joyous event.
メニュー,メニュー,menu,このレストランのメニューは豊富だ。,The menu at this restaurant is extensive.
めまい,めまい,"dizziness, giddiness",立ちくらみを感じてめまいがした。,I felt dizzy and lightheaded.
目安,めやす,"criterion, aim",これが適切な目安となります。,This will be the appropriate criterion.
免税,めんぜい,tax exemption,この商品は税金を免税とします。,This product is tax exempt.
面積,めんせき,area,敷地の面積を測定してください。,Please measure the area of the land.
面接,めんせつ,interview,新卒者のための面接が予定されています。,Interviews are scheduled for new graduates.
面倒臭い,めんどうくさい,"bother to do, tiresome",その仕事は面倒臭いが、やらなければならない。,"That task is tiresome, but it must be done."
モーター,モーター,motor,この車には強力なモーターが搭載されている。,This car is equipped with a powerful motor.
儲かる,もうかる,"to be profitable, to yield a profit",その店はよく儲かっている。,That store is doing well financially.
儲ける,もうける,"to earn, to have (bear, beget) a child",彼は投資で多くの利益を儲けた。,He made a lot of profit from his investments.
申し訳ない,もうしわけない,"inexcusable, I am sorry",彼からの手紙に返事しなくて申し訳ない。,I feel bad for not replying to his letter.
木材,もくざい,"lumber, timber, wood",建設現場には大量の木材が運ばれた。,A large amount of lumber was delivered to the construction site.
目次,もくじ,table of contents,この本の目次をチェックしてください。,Please check the table of contents of this book.
潜る,もぐる,"to dive, to pass through; to evade, to hide",彼は川を潜って泳ぐのが得意だ。,He is skilled at diving and swimming in rivers.
もしかしたら,もしかしたら,"perhaps, maybe, by some chance",もしかしたら雨が降るかもしれない。,It may possibly rain.
もたれる,もたれる,"to lean against, to lean on",壁にもたれて休む。,Resting against the wall.
凭れる,もたれる,"to lean against, to lean on, to recline on",ソファに凭れて本を読んでいる。,Reading a book while reclining on the sofa.
モダン,モダン,modern,この建物はモダンなデザインをしている。,This building has a modern design.
